,num,text,level,pre_forest,pre_NB,pre_lr,probs_lr
5967,335463317,服务态度好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,查勘员服务态度好,0.0911923856777
5968,335463319,信誉各方面好一些,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,保费低/价格优惠合理/有优势,信誉/口碑好/信任公司/一直买平安,0.167660697537
5969,335463319,大公司,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.271559487799
5970,335463319,送保单过去都挺好的，平时都还不错，平时为人都还可以,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,0.359376730283
5971,335463319,产品比较可靠,产品保障范围广/好/有保障,产品保障范围广/好/有保障,销售人员业务熟练（介绍的详细）,产品保障范围广/好/有保障,0.423530638107
5972,335464014,平安是个大公司,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.504338231489
5973,335464509,中国平安是个大公司,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.550024594328
5974,335464509,服务人员上门送保单的服务很好。,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,0.589996018032
5975,335464804,业务员服务到位,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,业务等待时间短,0.050352943747
5976,335464804,有时候买保险就送100元话费、车载冰箱，还送了代金券,礼品实用/好,销售人员服务态度好（热情/耐心/积极/坚持）,礼品实用/好,礼品实用/好,0.29776908999
5977,335465553,服务态度好,查勘员服务态度好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,查勘员服务态度好,0.0911923856777
5978,335465553,理赔比较快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.173068952766
5979,335465553,出险事故第一时间就能赶到现场,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.804481077464
5980,335465594,广告做得好，感觉挺厉害的,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,0.561960863707
5981,335465594,电话车险比较方便,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.43787025899
5982,335466211,保费低，和别的公司对比了一下,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.166339984831
5983,335466211,咨询各个方面都比较好，咨询的时候业务员解释的特别清楚,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.575957313213
5984,335466211,平安的业务员比其他保险公司的业务员更专业一点，各个方面服务完善,业务员专业/敬业（能解答/解决问题/维护客户的利益）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,业务员专业/敬业（能解答/解决问题/维护客户的利益）,0.446793100341
5985,335466211,业务员服务态度挺好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.247020955397
5986,335466211,平安的保险内容比别的保险公司的保险内容更完善一些,产品保障范围广/好/有保障,规模/大公司，有实力（涉及领域广）,保费低/价格优惠合理/有优势,产品保障范围广/好/有保障,0.480682162678
5987,335466211,有什么事打电话问业务员就可以解决，不用打客服电话那么麻烦,申请/服务流程简便,坐席服务态度好（接线员和回访专员）,销售人员服务态度好（热情/耐心/积极/坚持）,坐席服务积极主动（积极解决问题）,0.398578503409
5988,335466633,平安很好是一个大品牌，值得信赖,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,0.648665218295
5989,335466633,平安很好是一个大品牌，值得信赖,规模/大公司，有实力（涉及领域广）,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,0.648665218295
5990,335466633,每年缴费都会有提醒,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.375780882669
5991,335467625,电话投保比较方便,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.650918698719
5992,335467625,理赔的时候基本不需要客户操心，基本都是交给4S店和我们公司就办好了。,理赔整体服务好,理赔整体时长合理,流程简单/手续简便,理赔整体服务好,0.249716734257
5993,335467625,牌子比较让人放心：平安这个牌子不是小公司。,认知程度/品牌大,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,认知程度/品牌大,0.504524874544
5994,335467923,理赔快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.133567880156
5995,335471611,理赔也挺好的，理赔速度也挺快,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.676594439752
5996,335471611,整个服务，附加服务，非事故道路救援觉得还可以,服务质量好，无差错,业务等待时间短/救援及时,申请/服务流程简便,申请/服务流程简便,0.383127767912
5997,335471639,到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.116715250234
5998,335471639,赔付快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.16063511262
5999,335471851,车险到期了，服务人员会提前打电话通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.883400247745
6000,335471851,客户有什么事情打电话过去对方也很热情很亲切,坐席服务态度好（接线员和回访专员）,销售人员服务态度好（热情/耐心/积极/坚持）,坐席服务态度好（接线员和回访专员）,坐席服务态度好（接线员和回访专员）,0.263302216741
6001,335471851,客户下完单之后配送的速度很快，配送人员也挺热情。,配送时间快/及时,业务等待时间短/到现场快,业务等待时间短/到现场快,配送时间快/及时,0.60429288384
6002,335473334,详细介绍保险的细则，,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.718646719738
6003,335473334,服务人员的服务态度很好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.161052630794
6004,335473334,车险到期了会有提醒,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.757429029227
6005,335473334,车险理赔快：快赔比较好。,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.16846642233
6006,335473738,平安是个大公司,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.504338231489
6007,335473738,回访也及时,购买后有回访/信息/及时回访,电话拨打时间规范,电话拨打时间规范,电话拨打时间规范,0.30965652518
6008,335473738,平安品牌比较认可,信誉/口碑好/信任公司/一直买平安,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.230877010851
6009,335474193,回访比较及时,购买后有回访/信息/及时回访,电话拨打时间规范,坐席服务态度好（接线员和回访专员）,电话拨打时间规范,0.281214696808
6010,335474193,理赔快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.133567880156
6011,335474193,要到期的时候，回访比较及时。,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,购买后有回访/信息/及时回访,0.20892019058
6012,335474212,口碑好，用户比较放心,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,信誉/口碑好/信任公司/一直买平安,0.626996276789
6013,335474212,公司比较大,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.371448291138
6014,335474212,赔付款实时到账，速度快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.556336422959
6015,335474212,现场定损员到达比较快,定损员业务响应时间快,业务等待时间短/到现场快,业务等待时间短/到现场快,定损员业务响应时间快,0.530112637431
6016,335478713,保险的时候讲解的比较清楚：保险讲的很清楚，还会分析是否适用客户,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.660503215095
6017,335478718,平安的这个公司的规模比较大,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.643793121671
6018,335478718,业务员态度都很好 ,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.118092299814
6019,335478803,从打电话到办理车险的速度都挺快,出单时效快,业务等待时间短/到现场快,业务等待时间短/到现场快,出单时效快,0.373896879577
6020,335478803,理赔也挺快的，感觉很好,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.227228803955
6021,335479664,理赔也快，理赔款很快就拿到了，车修好了第二天就可以到账的。,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.940546580307
6022,335479664,出险了，处理现场的人员到达现场快，一般十几分钟就可以到达,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.750248207385
6023,335480215,理赔比较好，比较快速,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.297727267389
6024,335480215,不用自己垫钱,无需客户垫付/公司先行垫付,无需客户垫付/公司先行垫付,无需客户垫付/公司先行垫付,无需客户垫付/公司先行垫付,0.538101682214
6025,335482103,服务和产品都行,产品保障范围广/好/有保障,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,产品保障范围广/好/有保障,0.439641293051
6026,335483097,买保险的时候服务热情,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.50028911545
6027,335483097,出险到现场速度快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.654838654748
6028,335483870,保险价格比较低廉,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.423317132539
6029,335483870,保险快到期的时候能来个电话提醒。,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.835974964273
6030,335483870,出险及时。出事了，一找就来,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.149909748588
6031,335483870,理赔款赔付快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.611999269876
6032,335491123,价格做得比较低,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.479213361278
6033,335491123,电话销售人员对车险购买的项目介绍比较详细,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.786697563705
6034,335491123,购买比较方便,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.275096629106
6035,335491123,理赔比较快。理赔款项到得比较快。,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.337128280308
6036,335491123,售后，出险了，保险员到现场比较快。,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.442032267396
6037,335491180,方便，网点比较多，提交材料可以去网点，也可以上门取，还可以上门送保单,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,有送单服务很方便（上门送单/快递送单）/服务好,布局合理,0.353330221378
6038,335491180,理赔及时，有一次理赔资料交上去到赔款还是蛮快的,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.562828592343
6039,335491399,处理事故的效率比较快,查勘员业务处理时间快,业务等待时间短/到现场快,业务等待时间短/到现场快,查勘员业务处理时间快,0.153696528172
6040,335491399,理赔效率也比较高：定损后，理赔款就很快到账了，1-2小时就到账。,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.954789474676
6041,335491399,查勘人员到达现场时间快，十分钟左右就可以到,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.332873593945
6042,335491718,大公司哪里都有联络点，便捷。,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.291767175772
6043,335491718,投保前客户经理解释得很清楚,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.412081472341
6044,335491718,出单也很快,出单时效快,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,出单时效快,0.368038590518
6045,335491718,各方面都很便捷，很方便。,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.196586698226
6046,335491718,整个公司的所有员工的服务态度也很好,出单员态度好,规模/大公司，有实力（涉及领域广）,销售人员服务态度好（热情/耐心/积极/坚持）,出单员态度好,0.58140994559
6047,335491718,整个公司的所有员工的服务态度也很好,查勘员服务态度好,规模/大公司，有实力（涉及领域广）,销售人员服务态度好（热情/耐心/积极/坚持）,出单员态度好,0.58140994559
6048,335491826,整个公司的所有员工的服务态度也很好,销售人员服务态度好（热情/耐心/积极/坚持）,规模/大公司，有实力（涉及领域广）,销售人员服务态度好（热情/耐心/积极/坚持）,出单员态度好,0.58140994559
6049,335491826,理赔也蛮快的，大概有2个工作日理赔就下来了,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.271456564181
6050,335491873,小的保险公司设的点比较少，没有大公司设的点多，大公司给人方便。,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.846392510879
6051,335491877,价格很合理。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.504006796583
6052,335491877,介绍产品很详细,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.652698529196
6053,335491877,绍产品的客服服务态度很好,销售人员服务态度好（热情/耐心/积极/坚持）,坐席服务态度好（接线员和回访专员）,销售人员服务态度好（热情/耐心/积极/坚持）,坐席服务态度好（接线员和回访专员）,0.382330632339
6054,335491877,有问题及时解答,问题反馈/响应/解答及时、快,问题反馈/响应/解答及时、快,销售人员服务态度好（热情/耐心/积极/坚持）,坐席业务熟练度强（讲解仔细/详细）,0.112609044561
6055,335491957,保险费的优惠政策宣传到位：交强险可以优惠多少，可以明确的告诉客户，第一年没有出险，第二年继续投保保费有优惠。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,0.70269651464
6056,335491957,交强险可以优惠多少，可以明确的告诉客户，第一年没有出险，第二年继续投保保费有优惠。,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,0.653847932034
6057,335491957,理赔及时，报案之后出险比较及时,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.194014110384
6058,335491957,理赔的程序比较方便：听别人说，一万以内只要手续齐全，一天之内就可以办理,流程简单/手续简便,流程简单/手续简便,工时标准合理充分（赔付快/理赔到账快）,流程简单/手续简便,0.822958919177
6059,335491957,服务周到，服务态度应该可以：理赔及时，报案之后出险比较及时。,理赔整体服务好,业务等待时间短/到现场快,业务等待时间短/到现场快,理赔整体服务好,0.131092606962
6060,335492015,理赔速度快,理赔整体时长合理,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔整体时长合理,0.233140022629
6061,335492015,比如投保，工作人员态度都比较好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,理赔人员服务好,0.144524313881
6062,335669329,买车险的价格比较合理,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.741315294903
6063,335669329,咨询问题的工作人员解释比较全面专业，态度也比较好。,业务员专业/敬业（能解答/解决问题/维护客户的利益）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,业务员专业/敬业（能解答/解决问题/维护客户的利益）,0.30512763952
6064,335669329,路救援非常快：轮胎坏了，打电话到维修好半小时，为客户考虑的比较全面，而且还在下雨。 ,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,业务等待时间短/救援及时,0.690100371806
6065,335669341,价格比较优惠,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.627972939471
6066,335669341,商业险的保费还比较优惠，有一定的折扣,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,0.530229801455
6067,335669341,遇到出险也比较及时：有时候离城市比较远，出险以后工作人员处理比较及时，比较迅速,查勘员业务响应时间快,业务等待时间短/到现场快,业务等待时间短/到现场快,查勘员业务响应时间快,0.383597503824
6068,335669341,定损以后赔款很快就下来了，没有自己什么事,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.51360852991
6069,335669341,需要救助的时候比较及时：遇到两次没电了，需要接电，救援人员很快就能到现场 ,业务等待时间短/救援及时,业务等待时间短/到现场快,业务等待时间短/救援及时,业务等待时间短/救援及时,0.671219302219
6070,335669341,程序比较简单：理赔，定损，基本打了电话，要么就近定损，或者上门定损，定损以后赔款很快就下来了，没有自己什么事,流程简单/手续简便,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,定损员业务处理时间快,0.170715078928
6071,335669392,保险员好，经常询问客户怎么样啊有没有快啊之类的，比较关心客户的事情,销售人员售后跟踪服务好/到位,销售人员服务态度好（热情/耐心/积极/坚持）,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,销售人员售后跟踪服务好/到位,0.640820346564
6072,335669392,理赔时间快，理赔角度还可以（其中一次理赔车子修好了听同事说他们交的保险要7天，自己去交的3天就赔付了）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.290853967046
6073,335669496,公司比较大,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,规模/大公司，有实力（涉及领域广）,0.371448291138
6074,335669496,理赔比较快：比较省事，直接给其一张纸上写明了需要哪些材料，给他就可以理赔,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,理赔整体时长合理,0.532459419207
6075,335669804,电话推销员服务态度很好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,坐席服务态度好（接线员和回访专员）,0.119098692297
6076,335669804,当地柜台工作人员也不错，办事效率很快,问题反馈/响应/解答及时、快,业务等待时间短/到现场快,业务等待时间短/到现场快,问题反馈/响应/解答及时、快,0.549831789706
6077,335669824,刚开始平安提供的救援服务做的比较好,服务质量好，无差错,业务等待时间短/救援及时,业务等待时间短/救援及时,服务质量好，无差错,0.298423229549
6078,335669879,价格合理，上保险服务周到，比如上保险有活动，赶上就减两百块钱。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,标签改为都好/都满意/差不多,0.282152422035
6079,335669879,出险之后挺快的，很快就到，反应比较及时,查勘员业务响应时间快,业务等待时间短/到现场快,业务等待时间短/到现场快,查勘员业务响应时间快,0.310706208764
6080,335669879,到现场也比较快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.129808476122
6081,335669887,活动期间的优惠力度比较大,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,保费低/价格优惠合理/有优势,销售优惠力度,0.429122838808
6082,335669887,送礼品送话费,有礼品赠送,礼品实用/好,礼品实用/好,有礼品赠送,0.242015402927
6083,335669912,业务员服务（产品说的具体详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,销售人员业务熟练（介绍的详细）,0.31035214657
6084,335669912,出险挺快的,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.247783909028
6085,335669912,理赔快（车损赔付挺快的）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.438784590505
6086,335669966,理赔蛮快：我的车被挂了，我打个电话然后拍照片过去就可以了，第三天钱就到账了,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.756691591888
6087,335670042,名气大一点的,认知程度/品牌大,认知程度/品牌大,规模/大公司，有实力（涉及领域广）,认知程度/品牌大,0.514749165579
6088,335670042,企业大,规模/大公司，有实力（涉及领域广）,无明确原因/没有,规模/大公司，有实力（涉及领域广）,无明确原因/没有,0.0447819981196
6089,335670067,服务态度特别好：销售人员服务态度特别好,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,销售人员服务态度好（热情/耐心/积极/坚持）,0.556496387435
6090,335670067,出险了，定损人员到达现场及时。,业务等待时间短,业务等待时间短/到现场快,业务等待时间短/到现场快,业务等待时间短/到现场快,0.322366343079
6091,335671949,宣传力度大：广告之类的，让原本不知道的客户，了解车险的渠道更多,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,代言人/广告做得好/宣传力度大,0.588788581959
6092,335671949,价格有优势：第一年可能会高一点，如果后续几年未出险的情况，保费上面会有一些优惠，比较能让客户接受。,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,0.666476628884
6093,335671949,后续几年未出险的情况，保费上面会有一些优惠，比较能让客户接受。,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,保费低/价格优惠合理/有优势,保费低/价格优惠合理/有优势,费率优惠（包括指定驾驶员、指定行驶区域会给予优惠等）,0.244229152514
6094,335671949,保险快到期的时候公司会及时打电话提醒并且详细地告知保险情况,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,保险到期有提醒/有优惠信息提醒/会提前提醒/及时通知,0.85745392317
6095,335671992,理赔时间比较及时，态度也比较好,查勘员服务态度好,理赔整体时长合理,工时标准合理充分（赔付快/理赔到账快）,理赔时长合理,0.299485140625
6096,335671992,报案之后，3到4天就办完了，大概10个工作日内到账,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,工时标准合理充分（赔付快/理赔到账快）,0.275909911002
6097,335672034,"自己车险是在电话车险里买的车险的,比较方便,",投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,投保/续保方便（电话/上门办理/渠道多/手续简单）,0.568020170398
